,model,duration,mask_efficiency,lambda_home,pulmonary_vent_rate,quanta_gen_rate,recover_rate,school_start,school_end,no_of_simulations,init_students_per_class,plotting_sample_rate,time_step,door_open_fraction,window_open_fraction,wind_speed,wind_direction,ambient_temp,corridor_temp,classroom_temp,window_height,opening_method,method,contam_model_name,run name,backed up,movement_method
10,model_210927_12-32-57,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.5,1.0,5.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
11,model_210927_12-40-03,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.55,1.0,5.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
12,model_210927_12-47-10,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.6,1.0,5.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
13,model_210927_12-54-28,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.65,1.0,5.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
14,model_210927_13-01-43,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.7,1.0,5.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
15,model_210927_13-08-58,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.75,1.0,5.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
16,model_210927_13-16-15,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.8,1.0,5.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
17,model_210927_13-23-21,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.85,1.0,5.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
18,model_210927_13-30-44,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.9,1.0,5.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
19,model_210927_13-38-07,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.95,1.0,5.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
20,model_210927_13-45-21,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,1.0,1.0,5.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
21,model_210927_13-52-46,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.0,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
22,model_210927_13-59-57,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.05,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
23,model_210927_14-07-13,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.1,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
24,model_210927_14-14-35,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.15,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
25,model_210927_14-22-02,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.2,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
26,model_210927_14-29-21,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.25,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
27,model_210927_14-36-39,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.3,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
28,model_210927_14-44-02,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.35,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
29,model_210927_14-51-34,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.4,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
30,model_210927_14-59-01,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.45,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
31,model_210927_15-06-25,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.5,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
32,model_210927_15-13-56,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.55,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
33,model_210927_15-21-23,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.6,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
34,model_210927_15-28-51,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.65,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
35,model_210927_15-35-52,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.7,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
36,model_210927_15-42-58,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.75,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
37,model_210927_15-50-07,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.8,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
38,model_210927_15-57-18,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.85,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
39,model_210927_16-04-31,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.9,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
40,model_210927_16-11-44,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.95,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
41,model_210927_16-19-00,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,1.0,1.0,15.0,0.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
42,model_210927_16-26-07,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.0,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
43,model_210927_16-33-12,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.05,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
44,model_210927_16-40-15,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.1,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
45,model_210927_16-47-14,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.15,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
46,model_210927_16-54-21,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.2,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
47,model_210927_17-01-21,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.25,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
48,model_210927_17-08-26,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.3,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
49,model_210927_17-15-20,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.35,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
50,model_210927_17-22-14,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.4,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
51,model_210927_17-29-10,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.45,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
52,model_210927_17-36-06,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.5,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
53,model_210927_17-43-02,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.55,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
54,model_210927_17-50-14,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.6,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
55,model_210927_17-57-10,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.65,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
56,model_210927_18-04-08,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.7,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
57,model_210927_18-11-07,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.75,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
58,model_210927_18-18-06,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.8,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
59,model_210927_18-25-13,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.85,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
60,model_210927_18-32-10,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.9,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
61,model_210927_18-39-11,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.95,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
62,model_210927_18-46-12,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,1.0,1.0,5.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
63,model_210927_18-53-23,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.0,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
64,model_210927_19-00-28,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.05,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
65,model_210927_19-07-42,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.1,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
66,model_210927_19-14-48,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.15,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
67,model_210927_19-22-00,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.2,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
68,model_210927_19-29-02,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.25,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
69,model_210927_19-36-09,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.3,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
70,model_210927_19-43-24,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.35,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
71,model_210927_19-50-31,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.4,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
72,model_210927_19-57-38,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.45,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
73,model_210927_20-04-48,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.5,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
74,model_210927_20-12-06,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.55,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
75,model_210927_20-19-22,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.6,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
76,model_210927_20-26-32,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.65,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
77,model_210927_20-33-49,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.7,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
78,model_210927_20-41-01,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.75,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
79,model_210927_20-48-15,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.8,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
80,model_210927_20-55-24,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.85,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
81,model_210927_21-02-36,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.9,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
82,model_210927_21-09-45,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.95,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
83,model_210927_21-16-55,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,1.0,1.0,15.0,0.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
84,model_210927_21-23-46,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.0,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
85,model_210927_21-30-38,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.05,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
86,model_210927_21-37-34,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.1,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
87,model_210927_21-44-27,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.15,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
88,model_210927_21-51-23,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.2,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
89,model_210927_21-58-17,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.25,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
90,model_210927_22-05-17,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.3,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
91,model_210927_22-12-17,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.35,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
92,model_210927_22-19-14,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.4,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
93,model_210927_22-26-13,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.45,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
94,model_210927_22-33-06,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.5,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
95,model_210927_22-40-05,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.55,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
96,model_210927_22-46-53,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.6,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
97,model_210927_22-53-45,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.65,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
98,model_210927_23-00-39,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.7,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
99,model_210927_23-07-27,5 days,0.0,0.0,0.54,5.0,0.0069444443999999,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.75,1.0,5.0,0.0,15.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_002,True,
